Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Year,Month,operating_profit
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Athletic Footwear,$43.00 ,153,"$6,579 ",2566,39%,Outlet,2021,9,2566
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Street Footwear,$34.00 ,78,"$2,652 ",1061,40%,Outlet,2021,9,1061
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,$37.00 ,70,"$2,590 ",1036,40%,Outlet,2021,9,1036
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Apparel,$39.00 ,74,"$2,886 ",1356,47%,Outlet,2021,9,1356
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Apparel,$33.00 ,83,"$2,739 ",986,36%,Outlet,2021,9,986
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Street Footwear,$28.00 ,119,"$3,332 ",1333,40%,Outlet,2021,10,1333
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,$39.00 ,173,"$6,747 ",2564,38%,Outlet,2021,10,2564
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Street Footwear,$39.00 ,119,"$4,641 ",1949,42%,Outlet,2021,10,1949
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,$31.00 ,101,"$3,131 ",1158,37%,Outlet,2021,10,1158
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Apparel,$42.00 ,105,"$4,410 ",2073,47%,Outlet,2021,10,2073
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Apparel,$40.00 ,109,"$4,360 ",1395,32%,Outlet,2021,10,1395
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Street Footwear,$34.00 ,173,"$5,882 ",2470,42%,Outlet,2021,11,2470
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,$34.00 ,221,"$7,514 ",2780,37%,Outlet,2021,11,2780
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Street Footwear,$33.00 ,143,"$4,719 ",1840,39%,Outlet,2021,11,1840
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,$36.00 ,144,"$5,184 ",2022,39%,Outlet,2021,11,2022
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Apparel,$56.00 ,136,"$7,616 ",3351,44%,Outlet,2021,11,3351
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Apparel,$60.00 ,176,"$10,560 ",3485,33%,Outlet,2021,11,3485
Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Street Footwear,$49.00 ,248,"$12,152 ",4861,40%,Outlet,2021,12,4861
Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,$54.00 ,225,"$12,150 ",4982,41%,Outlet,2021,12,4982
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Street Footwear,$53.00 ,165,"$8,745 ",3498,40%,Outlet,2021,12,3498
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,$51.00 ,176,"$8,976 ",3501,39%,Outlet,2021,12,3501
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Apparel,$59.00 ,157,"$9,263 ",3890,42%,Outlet,2021,12,3890
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Apparel,$65.00 ,190,"$12,350 ",4323,35%,Outlet,2021,12,4323
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Street Footwear,$23.00 ,233,"$5,359 ",2787,52%,Outlet,2021,1,2787
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Athletic Footwear,$28.00 ,187,"$5,236 ",2461,47%,Outlet,2021,1,2461
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Street Footwear,$18.00 ,176,"$3,168 ",1014,32%,Outlet,2021,1,1014
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Athletic Footwear,$21.00 ,136,"$2,856 ",1200,42%,Outlet,2021,1,1200
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Apparel,$30.00 ,140,"$4,200 ",1890,45%,Outlet,2021,1,1890
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Apparel,$25.00 ,193,"$4,825 ",2799,58%,Outlet,2021,1,2799
Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Men's Street Footwear,$26.00 ,256,"$6,656 ",3661,55%,Outlet,2021,2,3661
Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Men's Athletic Footwear,$27.00 ,153,"$4,131 ",1859,45%,Outlet,2021,2,1859
Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Women's Street Footwear,$17.00 ,170,"$2,890 ",1040,36%,Outlet,2021,2,1040
West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Women's Athletic Footwear,$16.00 ,93,"$1,488 ",625,42%,Outlet,2021,2,625
West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Men's Apparel,$28.00 ,120,"$3,360 ",1411,42%,Outlet,2021,2,1411
West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Women's Apparel,$18.00 ,149,"$2,682 ",1475,55%,Outlet,2021,2,1475
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Street Footwear,$20.00 ,228,"$4,560 ",1961,43%,Outlet,2021,3,1961
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Athletic Footwear,$22.00 ,105,"$2,310 ",924,40%,Outlet,2021,3,924
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Street Footwear,$16.00 ,140,"$2,240 ",874,39%,Outlet,2021,3,874
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Athletic Footwear,$20.00 ,75,"$1,500 ",630,42%,Outlet,2021,3,630
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Apparel,$28.00 ,90,"$2,520 ",1008,40%,Outlet,2021,3,1008
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Apparel,$21.00 ,140,"$2,940 ",1676,57%,Outlet,2021,3,1676
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Men's Street Footwear,$20.00 ,194,"$3,880 ",1785,46%,Outlet,2021,4,1785
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Men's Athletic Footwear,$20.00 ,111,"$2,220 ",821,37%,Outlet,2021,4,821
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Street Footwear,$10.00 ,107,"$1,070 ",439,41%,Outlet,2021,4,439
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Athletic Footwear,$14.00 ,75,"$1,050 ",473,45%,Outlet,2021,4,473
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Men's Apparel,$24.00 ,88,"$2,112 ",824,39%,Outlet,2021,4,824
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Apparel,$20.00 ,136,"$2,720 ",1414,52%,Outlet,2021,4,1414
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Street Footwear,$27.00 ,228,"$6,156 ",2647,43%,Outlet,2021,5,2647
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Athletic Footwear,$22.00 ,128,"$2,816 ",1183,42%,Outlet,2021,5,1183
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Street Footwear,$19.00 ,109,"$2,071 ",787,38%,Outlet,2021,5,787
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Athletic Footwear,$19.00 ,94,"$1,786 ",768,43%,Outlet,2021,5,768
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Apparel,$29.00 ,90,"$2,610 ",1096,42%,Outlet,2021,5,1096
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Apparel,$32.00 ,128,"$4,096 ",2335,57%,Outlet,2021,5,2335
West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Men's Street Footwear,$21.00 ,208,"$4,368 ",1878,43%,Outlet,2021,6,1878
West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Men's Athletic Footwear,$18.00 ,132,"$2,376 ",950,40%,Outlet,2021,6,950
West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Women's Street Footwear,$13.00 ,128,"$1,664 ",616,37%,Outlet,2021,6,616
West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Women's Athletic Footwear,$13.00 ,132,"$1,716 ",738,43%,Outlet,2021,6,738
West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Men's Apparel,$24.00 ,132,"$3,168 ",1172,37%,Outlet,2021,6,1172
West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Women's Apparel,$32.00 ,190,"$6,080 ",3283,54%,Outlet,2021,6,3283
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Street Footwear,$28.00 ,248,"$6,944 ",2986,43%,Outlet,2021,7,2986
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Athletic Footwear,$20.00 ,182,"$3,640 ",1420,39%,Outlet,2021,7,1420
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Street Footwear,$19.00 ,157,"$2,983 ",1163,39%,Outlet,2021,7,1163
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Athletic Footwear,$16.00 ,128,"$2,048 ",963,47%,Outlet,2021,7,963
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Apparel,$28.00 ,140,"$3,920 ",1490,38%,Outlet,2021,7,1490
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Apparel,$32.00 ,204,"$6,528 ",3590,55%,Outlet,2021,7,3590
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Street Footwear,$27.00 ,248,"$6,696 ",3147,47%,Outlet,2021,8,3147
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Athletic Footwear,$28.00 ,179,"$5,012 ",2105,42%,Outlet,2021,8,2105
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Women's Street Footwear,$23.00 ,158,"$3,634 ",1490,41%,Outlet,2021,8,1490
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Women's Athletic Footwear,$14.00 ,124,"$1,736 ",816,47%,Outlet,2021,8,816
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Apparel,$23.00 ,109,"$2,507 ",978,39%,Outlet,2021,8,978
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Women's Apparel,$27.00 ,184,"$4,968 ",2832,57%,Outlet,2021,8,2832
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Men's Street Footwear,$23.00 ,228,"$5,244 ",2360,45%,Outlet,2021,9,2360
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Men's Athletic Footwear,$19.00 ,158,"$3,002 ",1141,38%,Outlet,2021,9,1141
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Women's Street Footwear,$7.00 ,105,$735 ,309,42%,Outlet,2021,9,309
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Women's Athletic Footwear,$7.00 ,111,$777 ,357,46%,Outlet,2021,9,357
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Men's Apparel,$16.00 ,114,"$1,824 ",748,41%,Outlet,2021,9,748
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Women's Apparel,$18.00 ,132,"$2,376 ",1354,57%,Outlet,2021,9,1354
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Men's Street Footwear,$24.00 ,201,"$4,824 ",2267,47%,Outlet,2021,10,2267
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Men's Athletic Footwear,$14.00 ,132,"$1,848 ",739,40%,Outlet,2021,10,739
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Street Footwear,$13.00 ,90,"$1,170 ",480,41%,Outlet,2021,10,480
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Athletic Footwear,$13.00 ,94,"$1,222 ",562,46%,Outlet,2021,10,562
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Men's Apparel,$20.00 ,85,"$1,700 ",663,39%,Outlet,2021,10,663
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Apparel,$25.00 ,140,"$3,500 ",1890,54%,Outlet,2021,10,1890
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Men's Street Footwear,$22.00 ,165,"$3,630 ",1561,43%,Outlet,2021,11,1561
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Men's Athletic Footwear,$14.00 ,136,"$1,904 ",743,39%,Outlet,2021,11,743
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Women's Street Footwear,$14.00 ,107,"$1,498 ",629,42%,Outlet,2021,11,629
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Women's Athletic Footwear,$15.00 ,124,"$1,860 ",781,42%,Outlet,2021,11,781
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Men's Apparel,$28.00 ,123,"$3,444 ",1309,38%,Outlet,2021,11,1309
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Women's Apparel,$35.00 ,158,"$5,530 ",3042,55%,Outlet,2021,11,3042
West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Men's Street Footwear,$29.00 ,231,"$6,699 ",3082,46%,Outlet,2021,12,3082
West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Men's Athletic Footwear,$22.00 ,170,"$3,740 ",1571,42%,Outlet,2021,12,1571
West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Women's Street Footwear,$20.00 ,153,"$3,060 ",1132,37%,Outlet,2021,12,1132
West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Women's Athletic Footwear,$22.00 ,136,"$2,992 ",1257,42%,Outlet,2021,12,1257
West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Men's Apparel,$27.00 ,124,"$3,348 ",1373,41%,Outlet,2021,12,1373
West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Women's Apparel,$29.00 ,170,"$4,930 ",2564,52%,Outlet,2021,12,2564
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Men's Street Footwear,$24.00 ,109,"$2,616 ",968,37%,Outlet,2021,1,968
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Men's Athletic Footwear,$29.00 ,123,"$3,567 ",1427,40%,Outlet,2021,1,1427
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Women's Street Footwear,$31.00 ,105,"$3,255 ",1269,39%,Outlet,2021,1,1269
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Women's Athletic Footwear,$30.00 ,68,"$2,040 ",775,38%,Outlet,2021,1,775
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Men's Apparel,$35.00 ,53,"$1,855 ",853,46%,Outlet,2021,1,853
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Women's Apparel,$28.00 ,132,"$3,696 ",1257,34%,Outlet,2021,1,1257
West Gear,1128299,2021-02-24,West,Utah,Salt Lake City,Men's Street Footwear,$22.00 ,153,"$3,366 ",1380,41%,Outlet,2021,2,1380
West Gear,1128299,2021-02-24,West,Utah,Salt Lake City,Men's Athletic Footwear,$29.00 ,123,"$3,567 ",1498,42%,Outlet,2021,2,1498
West Gear,1128299,2021-02-24,West,Utah,Salt Lake City,Women's Street Footwear,$28.00 ,123,"$3,444 ",1274,37%,Outlet,2021,2,1274
West Gear,1128299,2021-02-24,West,Oregon,Portland,Women's Athletic Footwear,$29.00 ,64,"$1,856 ",761,41%,Outlet,2021,2,761
West Gear,1128299,2021-02-24,West,Oregon,Portland,Men's Apparel,$32.00 ,43,"$1,376 ",605,44%,Outlet,2021,2,605
West Gear,1128299,2021-02-24,West,Oregon,Portland,Women's Apparel,$28.00 ,98,"$2,744 ",960,35%,Outlet,2021,2,960
West Gear,1128299,2021-03-23,West,Oregon,Portland,Men's Street Footwear,$28.00 ,143,"$4,004 ",1602,40%,Outlet,2021,3,1602
West Gear,1128299,2021-03-23,West,Oregon,Portland,Men's Athletic Footwear,$40.00 ,98,"$3,920 ",1607,41%,Outlet,2021,3,1607
West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Street Footwear,$41.00 ,112,"$4,592 ",1745,38%,Outlet,2021,3,1745
West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Athletic Footwear,$39.00 ,75,"$2,925 ",1082,37%,Outlet,2021,3,1082
West Gear,1128299,2021-03-23,West,Oregon,Portland,Men's Apparel,$43.00 ,30,"$1,290 ",568,44%,Outlet,2021,3,568
West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Apparel,$40.00 ,90,"$3,600 ",1260,35%,Outlet,2021,3,1260
West Gear,1128299,2021-04-24,West,Oregon,Portland,Men's Street Footwear,$44.00 ,166,"$7,304 ",2849,39%,Outlet,2021,4,2849
West Gear,1128299,2021-04-24,West,Oregon,Portland,Men's Athletic Footwear,$39.00 ,88,"$3,432 ",1407,41%,Outlet,2021,4,1407
West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Street Footwear,$47.00 ,114,"$5,358 ",2197,41%,Outlet,2021,4,2197
West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Athletic Footwear,$34.00 ,70,"$2,380 ",881,37%,Outlet,2021,4,881
West Gear,1128299,2021-04-24,West,Oregon,Portland,Men's Apparel,$36.00 ,39,"$1,404 ",590,42%,Outlet,2021,4,590
West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Apparel,$49.00 ,90,"$4,410 ",1499,34%,Outlet,2021,4,1499
West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Street Footwear,$39.00 ,155,"$6,045 ",2539,42%,Outlet,2021,5,2539
West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Athletic Footwear,$36.00 ,109,"$3,924 ",1570,40%,Outlet,2021,5,1570
West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Street Footwear,$39.00 ,119,"$4,641 ",1810,39%,Outlet,2021,5,1810
West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Athletic Footwear,$33.00 ,94,"$3,102 ",1210,39%,Outlet,2021,5,1210
West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Apparel,$33.00 ,58,"$1,914 ",842,44%,Outlet,2021,5,842
West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Apparel,$46.00 ,173,"$7,958 ",2865,36%,Outlet,2021,5,2865
West Gear,1128299,2021-06-24,West,Oregon,Portland,Men's Street Footwear,$43.00 ,240,"$10,320 ",3922,38%,Outlet,2021,6,3922
West Gear,1128299,2021-06-24,West,Oregon,Portland,Men's Athletic Footwear,$47.00 ,202,"$9,494 ",3893,41%,Outlet,2021,6,3893
West Gear,1128299,2021-06-24,West,Oregon,Portland,Women's Street Footwear,$53.00 ,208,"$11,024 ",4299,39%,Outlet,2021,6,4299
West Gear,1128299,2021-06-24,West,Oregon,Portland,Women's Athletic Footwear,$62.00 ,179,"$11,098 ",4550,41%,Outlet,2021,6,4550
West Gear,1128299,2021-06-24,West,Oregon,Portland,Men's Apparel,$67.00 ,140,"$9,380 ",4315,46%,Outlet,2021,6,4315
West Gear,1128299,2021-06-24,West,Oregon,Portland,Women's Apparel,$74.00 ,231,"$17,094 ",5641,33%,Outlet,2021,6,5641
West Gear,1128299,2021-07-23,West,Oregon,Portland,Men's Street Footwear,$60.00 ,298,"$17,880 ",7510,42%,Outlet,2021,7,7510
West Gear,1128299,2021-07-23,West,Oregon,Portland,Men's Athletic Footwear,$66.00 ,217,"$14,322 ",5872,41%,Outlet,2021,7,5872
West Gear,1128299,2021-07-23,West,Oregon,Portland,Women's Street Footwear,$66.00 ,221,"$14,586 ",6126,42%,Outlet,2021,7,6126
West Gear,1128299,2021-07-23,West,Oregon,Portland,Women's Athletic Footwear,$61.00 ,171,"$10,431 ",4277,41%,Outlet,2021,7,4277
West Gear,1128299,2021-07-23,West,Oregon,Portland,Men's Apparel,$68.00 ,198,"$13,464 ",6193,46%,Outlet,2021,7,6193
West Gear,1128299,2021-07-23,West,Oregon,Portland,Women's Apparel,$78.00 ,204,"$15,912 ",5569,35%,Outlet,2021,7,5569
West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Street Footwear,$69.00 ,256,"$17,664 ",6536,37%,Outlet,2021,8,6536
West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Athletic Footwear,$62.00 ,256,"$15,872 ",6666,42%,Outlet,2021,8,6666
West Gear,1128299,2021-08-24,West,Oregon,Portland,Women's Street Footwear,$50.00 ,215,"$10,750 ",4300,40%,Outlet,2021,8,4300
West Gear,1128299,2021-08-24,West,Oregon,Portland,Women's Athletic Footwear,$50.00 ,128,"$6,400 ",2432,38%,Outlet,2021,8,2432
West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Apparel,$53.00 ,136,"$7,208 ",3027,42%,Outlet,2021,8,3027
West Gear,1128299,2021-08-24,West,Oregon,Portland,Women's Apparel,$53.00 ,88,"$4,664 ",1726,37%,Outlet,2021,8,1726
West Gear,1128299,2021-09-25,West,Oregon,Portland,Men's Street Footwear,$34.00 ,149,"$5,066 ",1874,37%,Outlet,2021,9,1874
West Gear,1128299,2021-09-25,West,Oregon,Portland,Men's Athletic Footwear,$43.00 ,158,"$6,794 ",2582,38%,Outlet,2021,9,2582
West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Street Footwear,$39.00 ,83,"$3,237 ",1360,42%,Outlet,2021,9,1360
West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Athletic Footwear,$38.00 ,62,"$2,356 ",990,42%,Outlet,2021,9,990
West Gear,1128299,2021-09-25,West,Oregon,Portland,Men's Apparel,$48.00 ,77,"$3,696 ",1552,42%,Outlet,2021,9,1552
West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Apparel,$36.00 ,85,"$3,060 ",979,32%,Outlet,2021,9,979
West Gear,1128299,2021-10-24,West,Oregon,Portland,Men's Street Footwear,$29.00 ,119,"$3,451 ",1346,39%,Outlet,2021,10,1346
West Gear,1128299,2021-10-24,West,Oregon,Portland,Men's Athletic Footwear,$37.00 ,179,"$6,623 ",2517,38%,Outlet,2021,10,2517
West Gear,1128299,2021-10-24,West,Oregon,Portland,Women's Street Footwear,$37.00 ,109,"$4,033 ",1492,37%,Outlet,2021,10,1492
West Gear,1128299,2021-10-24,West,Oregon,Portland,Women's Athletic Footwear,$34.00 ,114,"$3,876 ",1512,39%,Outlet,2021,10,1512
West Gear,1128299,2021-10-24,West,Oregon,Portland,Men's Apparel,$40.00 ,93,"$3,720 ",1674,45%,Outlet,2021,10,1674
West Gear,1128299,2021-10-24,West,Oregon,Portland,Women's Apparel,$41.00 ,123,"$5,043 ",1866,37%,Outlet,2021,10,1866
West Gear,1128299,2021-11-24,West,Oregon,Portland,Men's Street Footwear,$34.00 ,190,"$6,460 ",2390,37%,Outlet,2021,11,2390
West Gear,1128299,2021-11-24,West,Oregon,Portland,Men's Athletic Footwear,$37.00 ,202,"$7,474 ",2915,39%,Outlet,2021,11,2915
West Gear,1128299,2021-11-24,West,Oregon,Portland,Women's Street Footwear,$32.00 ,152,"$4,864 ",2043,42%,Outlet,2021,11,2043
West Gear,1128299,2021-11-24,West,Oregon,Portland,Women's Athletic Footwear,$39.00 ,149,"$5,811 ",2383,41%,Outlet,2021,11,2383
West Gear,1128299,2021-11-24,West,Oregon,Portland,Men's Apparel,$50.00 ,145,"$7,250 ",3335,46%,Outlet,2021,11,3335
West Gear,1128299,2021-11-24,West,Oregon,Portland,Women's Apparel,$53.00 ,165,"$8,745 ",3236,37%,Outlet,2021,11,3236
West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Street Footwear,$51.00 ,225,"$11,475 ",4820,42%,Outlet,2021,12,4820
West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Athletic Footwear,$56.00 ,233,"$13,048 ",5219,40%,Outlet,2021,12,5219
West Gear,1128299,2021-12-23,West,Oregon,Portland,Women's Street Footwear,$48.00 ,193,"$9,264 ",3798,41%,Outlet,2021,12,3798
West Gear,1128299,2021-12-23,West,Oregon,Portland,Women's Athletic Footwear,$53.00 ,165,"$8,745 ",3411,39%,Outlet,2021,12,3411
West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Apparel,$54.00 ,157,"$8,478 ",3985,47%,Outlet,2021,12,3985
West Gear,1128299,2021-12-23,West,Oregon,Portland,Women's Apparel,$55.00 ,201,"$11,055 ",3759,34%,Outlet,2021,12,3759
West Gear,1128299,2021-01-17,West,Oregon,Portland,Men's Street Footwear,$28.00 ,120,"$3,360 ",1411,42%,Outlet,2021,1,1411
West Gear,1128299,2021-01-17,West,Oregon,Portland,Men's Athletic Footwear,$31.00 ,124,"$3,844 ",1691,44%,Outlet,2021,1,1691
West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Street Footwear,$33.00 ,128,"$4,224 ",1816,43%,Outlet,2021,1,1816
West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Athletic Footwear,$34.00 ,78,"$2,652 ",1220,46%,Outlet,2021,1,1220
West Gear,1128299,2021-01-17,West,Oregon,Portland,Men's Apparel,$33.00 ,68,"$2,244 ",1144,51%,Outlet,2021,1,1144
West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Apparel,$34.00 ,140,"$4,760 ",1904,40%,Outlet,2021,1,1904
West Gear,1128299,2021-02-17,West,Oregon,Portland,Men's Street Footwear,$24.00 ,175,"$4,200 ",1890,45%,Outlet,2021,2,1890
West Gear,1128299,2021-02-17,West,Oregon,Portland,Men's Athletic Footwear,$31.00 ,124,"$3,844 ",1653,43%,Outlet,2021,2,1653
West Gear,1128299,2021-02-17,West,Oregon,Portland,Women's Street Footwear,$34.00 ,132,"$4,488 ",1930,43%,Outlet,2021,2,1930
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Women's Athletic Footwear,$33.00 ,75,"$2,475 ",1163,47%,Outlet,2021,2,1163
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Men's Apparel,$33.00 ,53,"$1,749 ",822,47%,Outlet,2021,2,822
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Women's Apparel,$32.00 ,131,"$4,192 ",1551,37%,Outlet,2021,2,1551
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Men's Street Footwear,$29.00 ,179,"$5,191 ",2388,46%,Outlet,2021,3,2388
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Men's Athletic Footwear,$38.00 ,120,"$4,560 ",2006,44%,Outlet,2021,3,2006
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Women's Street Footwear,$39.00 ,120,"$4,680 ",2106,45%,Outlet,2021,3,2106
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Women's Athletic Footwear,$43.00 ,96,"$4,128 ",1775,43%,Outlet,2021,3,1775
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Men's Apparel,$40.00 ,50,"$2,000 ",1020,51%,Outlet,2021,3,1020
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Women's Apparel,$29.00 ,109,"$3,161 ",1170,37%,Outlet,2021,3,1170
